days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,recommended_product,label
38.7,1.571,15866.87,11895.68,0.75,0,0,25952.07,grant,0
48.9,1.543,8000.0,18230.28,2.279,0,0,12566.85,bnpl,0
92.3,1.855,13510.58,14047.72,1.04,0,0,-5000.0,grant,0
74.9,1.401,8477.5,9837.99,1.16,0,0,-5000.0,micro_credit,0
26.1,1.363,10796.97,5758.9,0.533,0,0,12282.28,cash,0
122.5,1.836,20735.32,14989.73,0.723,0,1,33015.18,micro_credit,0
56.9,1.37,8000.0,23210.96,2.901,0,0,39725.83,bnpl,0
61.2,1.479,8000.0,14920.02,1.865,0,0,32248.79,micro_credit,0
31.4,1.665,8738.53,12866.3,1.472,0,0,20261.89,bnpl,1
70.3,1.521,8988.99,20612.93,2.293,1,0,19537.68,bnpl,0
80.5,1.194,8346.85,19816.46,2.374,1,0,12678.54,micro_credit,0
91.5,2.045,15793.8,12723.9,0.806,0,1,2802.19,grant,0
15.0,1.503,8546.65,14983.45,1.753,0,0,9229.71,cash,1
67.0,1.052,8000.0,15711.65,1.964,1,0,42886.34,bnpl,0
72.6,1.642,15193.38,7738.85,0.509,0,0,18602.65,grant,0
56.5,1.792,10594.94,14244.82,1.344,0,0,-2086.77,bnpl,0
92.7,2.134,8000.0,10027.96,1.253,0,1,16168.93,grant,0
94.7,1.393,8000.0,25528.59,3.191,0,0,25689.11,micro_credit,0
31.4,1.38,20043.94,26803.51,1.337,0,0,28895.52,micro_credit,1
70.6,1.573,9330.87,22483.39,2.41,0,0,-3765.16,cash,0
54.9,1.833,9701.52,25800.7,2.659,0,0,-87.22,micro_credit,0
73.6,1.292,9929.97,5360.43,0.54,1,0,3222.6,cash,0
39.1,1.744,13663.25,4667.39,0.342,0,0,36009.94,bnpl,0
137.4,1.563,8000.0,57146.98,7.143,1,0,-5000.0,grant,0
75.5,1.6,18129.88,14733.17,0.813,0,0,3024.59,micro_credit,0
51.2,1.454,8000.0,12410.57,1.551,1,0,1844.47,grant,0
37.6,1.901,8000.0,6018.09,0.752,1,1,8971.34,micro_credit,0
76.7,1.061,11490.1,6795.82,0.591,0,0,42798.52,micro_credit,0
88.1,1.438,8000.0,11410.25,1.426,1,0,23030.23,bnpl,0
74.4,1.489,10160.54,8672.2,0.854,0,0,5822.29,grant,0
22.9,1.823,11321.5,7899.85,0.698,0,0,46177.23,grant,0
77.2,1.26,14552.7,15046.89,1.034,0,1,19102.44,bnpl,0
64.4,1.676,8797.38,16412.0,1.866,0,0,-5000.0,grant,0
64.2,2.032,8000.0,8672.3,1.084,0,0,3936.7,grant,0
44.6,0.932,8921.65,13026.26,1.46,1,0,11054.91,micro_credit,1
71.4,1.562,15682.15,10886.24,0.694,0,0,1666.51,micro_credit,0
68.0,1.712,18683.8,8557.14,0.458,0,0,13780.81,grant,0
83.5,1.272,9988.48,5398.52,0.54,0,0,-5000.0,cash,0
84.2,1.443,10840.3,11969.99,1.104,0,1,-5000.0,cash,0
73.9,1.205,18507.62,5734.27,0.31,0,1,8475.87,bnpl,0
48.9,1.71,8525.83,9088.21,1.066,0,0,27357.63,grant,0
75.7,1.695,8000.0,5582.27,0.698,0,1,13929.74,bnpl,0
67.0,1.725,9547.56,13531.71,1.417,0,0,-5000.0,grant,0
122.2,1.504,13546.92,7632.34,0.563,0,0,17544.18,grant,0
42.4,1.677,8432.19,12284.02,1.457,1,0,24563.53,cash,1
44.2,1.358,12158.65,38331.29,3.153,0,0,9514.52,cash,1
89.8,1.52,23718.5,4624.06,0.195,1,0,13703.18,bnpl,0
34.4,0.848,11314.7,13052.35,1.154,0,0,6872.94,grant,1
72.3,2.418,8811.57,16003.59,1.816,0,0,311.43,cash,0
82.4,1.483,8227.74,32872.58,3.995,0,0,33189.33,micro_credit,0
78.4,0.905,8413.1,53458.73,6.354,0,0,7848.09,bnpl,1
102.6,1.954,10921.99,7608.32,0.697,1,0,-5000.0,cash,0
92.1,1.322,10713.58,6079.02,0.567,0,0,7225.72,cash,0
75.8,1.625,8000.0,23348.8,2.919,0,0,1255.89,bnpl,0
33.1,1.519,10051.42,13204.65,1.314,1,0,36518.38,micro_credit,1
69.1,1.517,8000.0,18983.1,2.373,1,0,15317.56,cash,0
64.5,1.017,18958.08,6153.5,0.325,1,0,1357.0,micro_credit,0
84.0,1.215,8000.0,3758.7,0.47,0,0,24977.95,grant,0
61.4,2.37,8000.0,7282.3,0.91,1,0,1822.93,micro_credit,0
81.1,1.418,13037.04,7057.01,0.541,0,1,-5000.0,micro_credit,0
30.0,0.927,8000.0,10244.14,1.281,0,0,634.13,cash,1
106.1,1.894,8512.91,4506.8,0.529,1,0,1799.31,grant,0
60.0,1.366,8000.0,8438.8,1.055,0,0,5042.25,cash,0
59.1,1.608,11639.57,7325.71,0.629,1,0,34879.18,micro_credit,0
50.5,1.097,11746.96,7711.17,0.656,0,0,17783.25,grant,0
15.0,1.94,13393.6,5296.16,0.395,1,0,-5000.0,cash,0
116.8,1.344,8000.0,3476.12,0.435,0,1,5685.99,micro_credit,0
69.3,1.75,8000.0,5238.77,0.655,0,0,20117.33,micro_credit,0
100.2,1.11,16101.72,12340.58,0.766,0,0,31652.5,bnpl,0
73.2,0.844,9242.93,21656.89,2.343,0,0,-4087.43,bnpl,1
65.3,1.501,8000.0,30310.25,3.789,0,0,-4224.76,bnpl,0
87.6,1.526,17429.66,15113.31,0.867,1,0,7771.36,grant,0
52.7,1.773,8000.0,17244.35,2.156,0,1,-5000.0,micro_credit,0
106.3,1.595,13224.89,12645.97,0.956,0,0,-5000.0,micro_credit,0
53.5,1.738,10667.91,23145.24,2.17,1,0,19258.94,bnpl,0
50.8,1.327,10366.27,3385.56,0.327,0,0,42121.95,grant,0
86.0,1.894,8000.0,23968.86,2.996,0,0,52166.98,grant,0
42.0,1.766,9902.07,5169.66,0.522,0,0,20871.91,micro_credit,0
95.8,1.382,16725.04,4833.28,0.289,0,0,-5000.0,micro_credit,0
78.4,1.557,8000.0,18869.02,2.359,1,0,21556.1,grant,0
96.5,1.516,12979.95,9460.61,0.729,1,0,48968.74,micro_credit,0
54.7,2.139,10053.74,5672.98,0.564,0,0,36625.43,grant,0
78.1,1.788,17166.84,14557.7,0.848,1,0,1339.66,grant,0
99.4,1.55,13475.6,3697.63,0.274,0,0,20045.67,bnpl,0
59.0,2.013,13100.29,13793.07,1.053,0,0,20753.58,bnpl,0
50.0,2.005,24248.66,15004.45,0.619,0,0,40627.26,cash,0
60.8,1.327,10081.08,15355.32,1.523,0,0,4908.24,grant,0
88.4,1.636,8000.0,16080.07,2.01,0,0,27543.51,micro_credit,0
79.3,1.873,8000.0,15636.65,1.955,1,0,-5000.0,bnpl,0
47.1,1.373,8000.0,8942.78,1.118,1,0,8145.29,grant,0
95.9,1.46,8000.0,22630.13,2.829,0,0,-3067.62,grant,0
73.5,1.675,10827.29,22066.12,2.038,1,1,20622.06,bnpl,0
53.5,2.16,10801.61,11147.41,1.032,1,0,29350.66,cash,0
81.2,1.662,30378.27,10390.87,0.342,1,1,6280.3,bnpl,0
77.9,1.85,8000.0,4100.83,0.513,0,0,1431.93,bnpl,0
34.2,1.431,12408.35,7406.31,0.597,1,0,-5000.0,bnpl,0
76.7,1.792,8000.0,18979.75,2.372,0,0,26711.51,grant,0
98.9,1.891,26659.64,9938.28,0.373,0,0,13972.29,micro_credit,0
64.6,1.551,19727.98,5768.93,0.292,1,1,-3498.89,micro_credit,0
109.4,1.836,8405.07,19339.81,2.301,0,0,18141.89,grant,0
112.5,1.571,15701.86,51694.49,3.292,0,0,22765.78,grant,0
76.2,1.752,8396.95,44953.43,5.354,0,1,15241.28,bnpl,0
68.2,1.316,16215.93,19476.29,1.201,0,0,3047.62,micro_credit,0
89.4,1.128,10756.19,15506.52,1.442,1,0,42731.94,bnpl,0
55.7,1.192,8000.0,5795.79,0.724,0,1,36059.83,grant,0
113.7,1.64,17147.07,13012.65,0.759,0,0,10287.99,cash,0
66.7,1.463,8000.0,13979.4,1.747,0,0,11273.99,cash,0
93.6,1.576,9198.39,7486.4,0.814,0,1,13298.76,micro_credit,0
93.5,1.23,10294.48,13741.47,1.335,0,0,-925.17,grant,0
60.3,1.615,8000.0,14653.85,1.832,0,0,-4116.38,micro_credit,0
101.6,2.205,8000.0,16216.98,2.027,1,1,-1081.35,grant,0
101.0,1.196,12286.59,7479.01,0.609,0,0,8274.28,micro_credit,0
49.2,1.78,8000.0,16376.13,2.047,0,1,5806.24,micro_credit,0
72.1,1.591,8000.0,13571.16,1.696,0,0,39546.02,cash,0
55.5,1.878,19421.65,7716.49,0.397,0,0,-5000.0,cash,0
82.5,1.397,22945.37,12322.03,0.537,1,0,-2439.59,cash,0
46.3,1.855,8000.0,12383.32,1.548,1,1,29204.45,cash,0
62.9,1.537,9823.61,17603.07,1.792,0,0,22633.4,bnpl,0
69.5,1.568,8372.43,5363.18,0.641,0,0,16636.82,bnpl,0
122.3,1.303,8000.0,7488.32,0.936,0,0,25042.65,bnpl,0
86.2,1.506,8000.0,12718.43,1.59,1,0,-5000.0,bnpl,0
78.6,1.794,8000.0,5203.65,0.65,0,0,40429.88,grant,0
59.7,1.868,9234.49,11058.17,1.197,1,0,19891.43,micro_credit,0
52.9,1.587,8335.92,5847.26,0.701,1,0,18074.68,cash,0
68.4,1.506,8000.0,29006.35,3.626,1,0,27780.86,cash,0
99.1,1.464,8000.0,35387.17,4.423,0,0,10900.24,micro_credit,0
56.3,1.667,16734.11,11936.09,0.713,0,0,35014.35,cash,0
102.1,1.249,8000.0,20468.56,2.559,0,0,-5000.0,cash,1
71.3,1.149,8000.0,10256.32,1.282,0,0,5551.6,grant,0
61.2,1.243,27760.24,33762.44,1.216,0,1,-5000.0,micro_credit,1
114.6,1.438,10489.55,11674.93,1.113,0,0,124.52,grant,0
99.6,1.585,8000.0,5898.63,0.737,1,0,-4084.71,bnpl,0
34.0,1.553,8000.0,10445.66,1.306,0,1,36661.83,grant,1
105.0,1.541,9516.78,33993.72,3.572,0,0,21373.61,grant,0
66.8,1.151,11816.39,19074.89,1.614,0,0,630.27,bnpl,0
82.3,1.448,9110.52,3076.96,0.338,0,0,8007.93,cash,0
99.2,1.373,10133.85,7976.28,0.787,0,0,18487.95,cash,0
69.6,1.287,18027.4,20149.05,1.118,0,0,1111.68,micro_credit,1
87.4,1.7,13214.04,4760.74,0.36,0,0,30118.92,bnpl,0
60.8,1.45,32436.73,14271.65,0.44,0,1,5046.2,cash,0
19.9,1.939,8000.0,6961.21,0.87,0,1,6035.66,cash,0
110.4,1.767,9218.55,14322.12,1.554,0,0,1193.06,cash,0
78.5,1.571,15305.18,20577.39,1.344,1,0,20891.59,micro_credit,0
65.9,1.758,9495.89,6667.15,0.702,0,0,4740.82,cash,0
77.1,1.805,9112.59,6216.37,0.682,1,0,13021.35,cash,0
77.8,1.602,14972.08,21171.43,1.414,0,0,1304.2,cash,0
59.6,1.259,13554.41,26818.6,1.979,0,0,6328.53,cash,1
69.0,1.961,12425.44,15366.26,1.237,0,0,-5000.0,bnpl,0
92.0,1.29,8000.0,9989.36,1.249,0,0,1455.73,cash,0
69.5,1.147,15236.78,22476.54,1.475,0,0,-5000.0,micro_credit,1
99.5,1.323,14554.26,11641.77,0.8,0,1,12517.96,bnpl,0
70.4,1.889,8000.0,16887.22,2.111,1,0,31823.94,bnpl,0
92.9,2.201,8000.0,20465.95,2.558,0,0,10090.37,cash,0
105.8,1.548,8312.0,24793.57,2.983,1,0,3151.89,micro_credit,0
39.7,1.405,13076.41,25994.01,1.988,0,1,14000.33,grant,1
108.0,1.17,8107.39,10314.27,1.272,1,0,9937.93,bnpl,0
77.1,1.743,8101.76,13048.99,1.611,0,1,11187.79,micro_credit,0
51.9,1.518,9277.55,11039.18,1.19,1,0,12571.67,micro_credit,0
76.9,1.429,17548.46,6353.66,0.362,1,0,-977.46,cash,0
144.5,1.259,8000.0,18105.34,2.263,0,0,-5000.0,micro_credit,0
69.1,2.151,8000.0,4063.99,0.508,1,0,-5000.0,bnpl,0
97.5,1.865,8000.0,17601.98,2.2,0,0,37024.6,cash,0
119.7,1.481,8000.0,7696.47,0.962,0,1,4317.52,cash,0
68.5,1.497,16374.86,24365.8,1.488,1,0,8909.87,micro_credit,0
102.5,1.65,10188.63,19902.47,1.953,0,0,13300.54,micro_credit,0
126.4,1.147,8000.0,11275.81,1.409,1,0,19910.15,cash,0
106.7,1.543,8000.0,19213.77,2.402,1,0,25589.26,bnpl,0
26.5,1.549,8000.0,8387.03,1.048,0,0,-4250.56,micro_credit,1
95.2,1.583,8000.0,19614.73,2.452,0,0,-5000.0,cash,0
83.3,1.322,8395.45,15952.15,1.9,0,0,21386.09,bnpl,0
108.4,1.527,11360.56,9501.88,0.836,0,0,15275.82,micro_credit,0
86.0,1.522,8000.0,14505.87,1.813,0,0,18562.11,cash,0
58.0,1.19,19228.44,15840.02,0.824,0,0,7876.54,bnpl,0
46.6,1.32,17785.98,13039.18,0.733,0,0,2089.43,micro_credit,0
87.7,1.322,19445.66,25439.04,1.308,0,0,3601.67,grant,0
59.3,0.817,8000.0,5786.55,0.723,0,0,14433.43,cash,0
66.8,1.173,8720.89,15961.51,1.83,0,0,21501.11,bnpl,0
27.5,1.514,8000.0,19849.83,2.481,0,0,26114.64,grant,1
52.5,1.336,8041.97,3501.56,0.435,0,0,18047.43,cash,0
68.2,1.822,8000.0,8599.7,1.075,0,0,-5000.0,cash,0
49.9,1.219,15493.69,8233.41,0.531,0,0,14235.16,bnpl,0
65.5,1.195,9175.25,16806.26,1.832,0,0,-5000.0,grant,0
95.2,1.312,8000.0,16185.58,2.023,1,0,58.15,micro_credit,0
75.9,1.462,10490.4,3263.62,0.311,0,0,-5000.0,bnpl,0
90.4,1.84,8000.0,10570.1,1.321,0,0,17304.95,micro_credit,0
92.3,0.982,8000.0,10067.64,1.258,0,0,24656.52,micro_credit,0
137.5,1.486,8000.0,15081.85,1.885,0,0,35777.92,grant,0
77.7,1.296,15231.14,17412.61,1.143,1,0,-5000.0,grant,0
84.5,1.829,16845.7,11654.56,0.692,0,0,5554.57,cash,0
105.7,1.211,12056.52,5690.11,0.472,0,0,31176.77,bnpl,0
68.5,1.905,12346.6,6168.61,0.5,1,0,37643.3,bnpl,0
113.8,1.797,8000.0,10215.82,1.277,0,0,14617.69,grant,0
57.4,2.024,10561.25,2733.01,0.259,0,1,18108.4,cash,0
66.3,1.529,8384.34,18842.6,2.247,0,1,32154.38,bnpl,0
82.1,1.455,9714.73,12219.4,1.258,0,0,-2443.74,bnpl,0
89.5,1.679,19795.28,24111.46,1.218,0,0,-342.15,micro_credit,0
95.5,1.284,13536.83,9098.48,0.672,0,0,-5000.0,cash,0
82.0,0.801,8000.0,10964.08,1.371,0,0,13483.95,grant,0
65.8,1.108,8000.0,14990.4,1.874,1,0,22472.07,bnpl,0
74.6,1.874,11835.14,8013.63,0.677,0,0,6950.96,micro_credit,0
39.9,1.52,16324.87,17622.11,1.079,0,1,37236.17,bnpl,1
67.4,1.927,9072.59,27156.5,2.993,0,0,11606.58,cash,0
92.7,1.963,9072.09,13631.16,1.503,0,0,35199.54,cash,0
71.7,1.18,25961.06,9335.97,0.36,1,1,14857.61,grant,0
103.9,1.38,8000.0,13898.77,1.737,0,0,-5000.0,micro_credit,0
67.8,1.619,8765.0,5172.45,0.59,0,1,40695.2,micro_credit,0
77.6,1.951,8804.2,7450.18,0.846,0,1,16845.26,cash,0
69.6,1.22,19175.77,8584.82,0.448,0,0,-5000.0,micro_credit,0
108.2,1.409,8000.0,4578.09,0.572,0,0,43336.95,micro_credit,0
42.8,1.566,14923.3,15244.05,1.021,0,0,10926.22,micro_credit,1
32.5,1.323,10769.9,7840.47,0.728,1,0,15660.47,bnpl,0
92.0,1.82,8000.0,40463.49,5.058,0,0,25814.63,bnpl,0
75.0,1.855,28693.72,5479.14,0.191,0,0,7945.27,grant,0
15.5,1.604,11665.92,11830.79,1.014,0,0,218.4,micro_credit,1
23.8,1.655,19052.35,8733.66,0.458,0,0,19921.08,grant,0
35.8,1.678,8291.43,7947.96,0.959,0,0,-1686.55,cash,0
65.2,1.657,8000.0,9716.56,1.215,0,0,11253.51,micro_credit,0
47.5,2.053,8000.0,8364.98,1.046,1,0,-5000.0,grant,0
120.0,1.705,8000.0,22212.88,2.777,0,0,15612.58,grant,0
81.4,1.454,8000.0,14556.19,1.82,0,0,2188.43,cash,0
120.4,1.195,19757.15,11370.47,0.576,0,0,17383.54,bnpl,0
95.8,1.374,14601.97,2726.71,0.187,0,0,-959.81,cash,0
51.9,1.199,8984.63,14945.45,1.663,0,0,24647.88,micro_credit,0
81.0,1.364,11684.96,12943.61,1.108,0,0,28849.01,bnpl,0
94.4,1.559,8000.0,8441.18,1.055,0,0,2103.79,bnpl,0
67.1,1.625,13654.56,11753.25,0.861,0,0,12290.25,micro_credit,0
78.6,1.406,8000.0,4603.21,0.575,0,1,-512.69,bnpl,0
86.8,1.353,8892.71,15623.59,1.757,0,0,21372.41,cash,0
48.0,1.829,16437.29,6493.67,0.395,0,1,-2829.06,cash,0
104.8,1.509,8000.0,5598.06,0.7,1,0,7511.35,bnpl,0
45.9,1.434,10042.47,27017.5,2.69,1,0,6771.83,grant,0
101.8,1.95,18872.09,14137.91,0.749,0,0,-5000.0,micro_credit,0
86.5,1.844,9542.59,31556.07,3.307,0,0,27477.0,grant,0
89.2,1.854,11499.01,3068.53,0.267,0,0,3015.5,micro_credit,0
104.9,1.324,8950.26,6804.5,0.76,0,0,44110.61,cash,0
117.0,1.303,10575.38,8314.27,0.786,0,0,23069.0,cash,0
87.7,1.777,11491.5,60747.03,5.286,0,0,-5000.0,grant,0
32.2,1.44,8000.0,5319.56,0.665,1,1,-5000.0,grant,0
51.9,1.283,12496.43,9150.79,0.732,0,0,8768.74,grant,0
97.4,1.335,8786.35,14782.04,1.682,0,0,-5000.0,bnpl,0
15.4,1.647,12349.94,37621.13,3.046,0,0,14845.71,micro_credit,1
95.5,1.495,11313.5,30242.13,2.673,1,0,-5000.0,grant,0
85.3,2.148,11236.42,29965.89,2.667,0,1,674.18,cash,0
74.2,1.559,8000.0,6358.21,0.795,0,0,-5000.0,cash,0
95.6,1.794,11450.82,19020.2,1.661,1,0,9045.31,grant,0
105.0,1.552,10158.22,10445.47,1.028,0,0,24320.11,micro_credit,0
64.5,1.823,8000.0,6605.09,0.826,0,0,24373.68,grant,0
72.8,1.423,14772.55,8655.98,0.586,0,0,8396.38,grant,0
110.0,1.981,20082.0,10350.92,0.515,0,0,34152.65,grant,0
51.3,1.296,8000.0,30335.61,3.792,0,0,-3551.64,grant,1
71.8,1.295,13532.16,9832.04,0.727,1,0,-5000.0,grant,0
86.0,1.149,8000.0,3794.13,0.474,0,0,-5000.0,micro_credit,0
79.5,1.0,8000.0,12072.64,1.509,0,0,2215.08,bnpl,0
124.8,2.063,8000.0,16422.8,2.053,1,1,25487.09,micro_credit,0
60.1,1.131,9842.51,10992.13,1.117,0,0,4156.24,grant,0
86.1,1.34,8000.0,12835.83,1.604,0,0,18947.46,micro_credit,0
45.6,1.81,8000.0,8795.87,1.099,1,0,7355.85,bnpl,0
59.1,1.392,22970.9,7570.5,0.33,0,0,55941.99,micro_credit,0
85.9,1.576,12262.59,48603.96,3.964,0,0,-5000.0,bnpl,0
47.0,1.339,10041.33,4678.94,0.466,1,0,12402.11,cash,0
117.3,1.592,8675.79,8604.25,0.992,0,0,28173.21,micro_credit,0
54.4,2.067,23623.85,13921.82,0.589,1,0,11792.73,bnpl,0
100.8,1.857,8000.0,9048.87,1.131,0,0,-5000.0,cash,0
85.2,1.737,8000.0,9411.06,1.176,0,0,-5000.0,grant,0
52.5,1.704,8000.0,10245.01,1.281,1,0,-5000.0,cash,0
79.7,1.538,8000.0,10894.81,1.362,1,1,15245.31,bnpl,0
54.6,1.137,22303.71,8533.03,0.383,0,0,10258.32,micro_credit,0
100.3,2.538,8000.0,15481.56,1.935,0,0,-735.94,micro_credit,0
61.5,1.348,8000.0,11816.94,1.477,0,0,-5000.0,micro_credit,0
98.7,1.565,11969.25,9354.35,0.782,0,0,5390.33,grant,0
82.2,1.224,8424.54,7534.23,0.894,0,0,-4030.24,grant,0
22.3,1.925,8000.0,22922.1,2.865,0,0,31238.26,cash,1
42.9,1.245,31326.71,31666.33,1.011,1,1,11432.67,grant,1
81.4,1.373,12022.78,8148.18,0.678,1,0,-5000.0,grant,0
42.0,1.556,8000.0,11649.25,1.456,0,0,-5000.0,cash,1
55.4,1.789,11063.05,12024.3,1.087,1,0,27821.35,cash,0
87.0,1.955,8047.07,9544.31,1.186,0,1,-5000.0,grant,0
64.3,1.82,17765.16,20499.75,1.154,1,1,-5000.0,micro_credit,0
102.1,1.035,14826.22,9874.57,0.666,1,0,24645.6,micro_credit,0
41.7,1.878,8000.0,8369.5,1.046,0,0,-5000.0,grant,1
31.1,1.576,22308.88,52407.13,2.349,0,0,13748.8,grant,1
102.9,1.615,12388.17,10014.79,0.808,0,1,15511.38,cash,0
88.4,1.388,9557.94,11706.08,1.225,0,0,26875.26,bnpl,0
48.3,1.536,23397.92,22930.73,0.98,0,0,36285.22,bnpl,0
75.6,1.64,15537.42,28513.72,1.835,0,0,-5000.0,bnpl,0
42.1,1.917,8737.68,8354.48,0.956,0,0,-5000.0,bnpl,0
61.1,1.157,25361.62,11940.13,0.471,0,0,10956.89,cash,0
89.7,1.819,15148.39,21818.03,1.44,0,0,644.78,bnpl,0
67.6,1.765,8000.0,12054.48,1.507,0,1,19177.75,cash,0
94.6,1.052,13651.92,10630.17,0.779,0,0,24734.24,grant,0
94.4,2.0,18197.77,25352.04,1.393,1,1,37986.07,micro_credit,0
82.3,1.559,14658.38,18081.5,1.234,0,1,6436.81,bnpl,0
85.1,1.54,8000.0,24581.6,3.073,0,0,12993.59,bnpl,0
126.2,1.095,8000.0,12307.34,1.538,0,0,32472.86,cash,0
85.0,1.637,8000.0,6397.63,0.8,1,0,17805.08,grant,0
40.9,1.401,12399.52,7042.52,0.568,0,0,40896.41,grant,0
105.6,1.11,8000.0,3438.61,0.43,1,0,-2086.64,cash,0
94.2,1.434,12177.66,5232.88,0.43,0,0,26363.55,grant,0
61.1,1.553,9492.02,6006.81,0.633,0,1,-5000.0,micro_credit,0
99.2,1.662,15875.34,14451.62,0.91,0,0,14573.83,cash,0
31.8,1.474,9775.92,35390.86,3.62,0,0,24365.22,cash,1
113.4,1.717,8000.0,12892.72,1.612,1,0,16252.03,micro_credit,0
51.5,1.442,9021.85,29234.09,3.24,0,0,-5000.0,cash,0
105.1,1.288,8000.0,23131.91,2.891,1,0,25174.17,cash,1
106.4,1.774,25007.48,16437.13,0.657,0,0,9183.41,grant,0
83.6,1.898,8000.0,8446.11,1.056,0,0,6438.72,bnpl,0
22.4,1.589,8000.0,12446.35,1.556,0,0,27575.22,cash,1
63.1,2.02,8000.0,23276.36,2.91,0,0,24152.47,micro_credit,0
32.1,2.309,9617.26,7460.55,0.776,0,0,-5000.0,micro_credit,0
69.5,1.514,10365.0,10262.09,0.99,0,0,23398.06,bnpl,0
65.3,1.008,9253.78,3287.52,0.355,0,0,18367.87,cash,0
50.5,1.596,17878.14,7173.78,0.401,1,0,31102.61,micro_credit,0
64.2,2.041,8397.43,7613.89,0.907,0,0,24370.29,bnpl,0
64.1,1.314,8000.0,11795.42,1.474,1,0,36159.24,grant,0
26.6,1.556,13111.0,13445.46,1.026,0,0,35577.57,bnpl,1
73.1,1.498,12920.21,12767.05,0.988,1,0,4972.64,micro_credit,0
87.9,1.367,8000.0,9041.71,1.13,0,0,36355.24,cash,0
15.0,1.661,10050.95,4795.92,0.477,0,0,17575.08,grant,0
86.9,1.715,8000.0,25629.88,3.204,1,1,-1279.26,micro_credit,0
92.2,1.758,8000.0,17383.09,2.173,0,1,5061.12,bnpl,0
23.2,1.877,8000.0,7555.48,0.944,1,1,4744.81,grant,0
81.8,1.534,12665.41,5786.49,0.457,0,0,-1362.95,cash,0
72.1,2.081,9403.0,21957.68,2.335,0,0,12693.99,cash,0
62.9,1.481,9174.76,16848.3,1.836,0,0,36743.0,micro_credit,0
84.0,1.882,8000.0,9623.4,1.203,0,0,-1037.45,cash,0
82.9,1.449,13744.55,7244.15,0.527,0,1,12774.56,grant,0
92.2,0.972,25712.54,10345.08,0.402,1,1,-5000.0,bnpl,0
79.0,1.559,9539.03,20850.96,2.186,0,0,25454.01,bnpl,0
82.4,1.676,9443.09,32097.07,3.399,1,0,-5000.0,grant,0
78.5,1.568,14270.88,7599.82,0.533,0,0,-5000.0,grant,0
78.9,1.629,19347.52,6010.73,0.311,1,0,32784.49,grant,0
134.2,1.444,8000.0,9664.01,1.208,0,1,12252.09,grant,0
89.1,1.384,19927.17,6548.6,0.329,0,0,-5000.0,cash,0
102.7,0.913,9028.5,67152.71,7.438,0,0,11783.22,cash,1
47.0,1.534,9673.44,13205.09,1.365,0,0,23920.73,cash,0
49.0,2.023,11051.28,18029.0,1.631,1,1,693.31,cash,0
107.2,1.478,11213.78,7235.77,0.645,0,0,-5000.0,micro_credit,0
92.2,1.426,8000.0,8486.65,1.061,1,0,24581.16,cash,0
59.3,1.517,9964.29,4211.01,0.423,1,1,-5000.0,bnpl,0
83.4,1.344,15923.1,20573.19,1.292,0,0,24945.04,bnpl,0
120.5,1.527,13253.23,8765.51,0.661,0,0,56142.66,cash,0
124.6,1.553,11777.71,25530.11,2.168,1,0,9351.49,micro_credit,0
58.6,1.795,10252.71,13368.37,1.304,0,0,-3016.88,grant,0
32.1,1.616,14871.96,10676.56,0.718,0,0,37855.73,micro_credit,0
57.4,1.255,9602.19,11551.54,1.203,0,0,25859.44,micro_credit,0
55.6,1.933,23983.29,11830.91,0.493,0,0,34494.79,cash,0
48.6,1.851,15855.54,19436.16,1.226,1,0,11719.86,cash,0
15.0,1.37,8000.0,7058.3,0.882,0,0,14200.37,micro_credit,0
64.5,1.319,8000.0,8155.66,1.019,0,0,32186.99,grant,0
58.5,1.406,8058.53,14566.02,1.808,0,0,20212.49,bnpl,0
15.0,1.836,18889.58,6784.51,0.359,0,1,-5000.0,grant,0
63.7,1.338,10946.41,4143.98,0.379,1,0,-5000.0,cash,0
113.5,1.29,17318.71,14697.55,0.849,0,0,-5000.0,grant,0
90.9,1.517,8062.99,13831.81,1.715,1,1,20543.4,bnpl,0
92.7,1.88,11892.48,5672.59,0.477,0,0,3474.38,grant,0
148.6,1.753,28743.86,26042.59,0.906,1,0,16352.44,bnpl,0
82.5,1.54,8000.0,12208.97,1.526,0,0,33792.14,bnpl,0
60.0,1.665,14519.04,7329.6,0.505,0,1,3876.55,grant,0
49.6,1.32,8000.0,7366.91,0.921,0,0,37550.2,micro_credit,0
52.1,1.585,8000.0,23118.22,2.89,0,0,35600.92,micro_credit,0
96.6,1.636,8919.75,6275.88,0.704,0,0,46983.52,bnpl,0
56.0,1.736,15943.47,8907.03,0.559,0,0,30684.23,cash,0
94.1,2.034,8012.79,5959.7,0.744,0,0,2901.18,bnpl,0
80.2,1.566,8291.22,4229.93,0.51,0,0,20468.69,bnpl,0
124.3,1.68,13018.3,16561.65,1.272,0,1,19146.84,bnpl,0
98.3,1.661,8598.09,7802.55,0.907,1,1,7518.47,grant,0
82.9,1.461,11400.96,15390.91,1.35,0,0,26997.23,micro_credit,0
107.1,1.572,8000.0,9998.52,1.25,0,0,12793.13,cash,0
29.1,1.939,10551.99,14909.35,1.413,0,1,36579.48,micro_credit,1
59.2,1.711,9419.72,10924.38,1.16,0,1,-1899.46,grant,0
116.6,1.445,13558.36,4310.23,0.318,0,0,33239.79,bnpl,0
